Prov.; Des.  ;   q   ;    Q     ; H     ;Epoch     ; M    ;Peri. ;Node   ;Incl. ; e     ; a      ;Opps.    ; Ref.      
2016;AN384  ;6.508;15.814;13.69  ;20240331; 91.5 ; 149.4; 294.8 ;  9.3 ;417;11.161;9;MPO772233  
2015;VZ167  ;15.986;51.810;11.3   ;20240331; 28.7 ; 314.2;  51.6 ; 15.4 ;528;33.898;3;MPO458695  
2015;VY184  ;18.388;148.353; 9.8   ;20151114;  8.9 ; 301.1;  10.1 ; 26.9 ;779;83.371;( 32d)   ;MPO554753  
2015;VX167  ;37.004;40.952; 8.0   ;20240331; 17.7 ; 173.2; 233.1 ; 20.0 ;51;38.978;3;MPO458695  
2015;VW167  ;37.791;38.935; 8.3   ;20240331; 21.1 ; 265.4; 135.0 ;  1.3 ;15;38.363;4;MPO458695  
2015;VV207  ;32.974;79.906; 8.39  ;20240331;359.7 ; 296.3;  91.3 ; 29.3 ;416;56.440;4;MPO655515  
2015;VV1    ;8.198;39.067;11.8   ;20240331; 33.1 ; 246.2; 130.1 ; 17.1 ;653;23.632;7;MPO473420  
2015;VT207  ;36.413;70.926; 8.13  ;20240331; 13.8 ; 246.6; 106.1 ; 37.4 ;322;53.670;4;MPO655514  
2015;VT152  ;15.391;24.904; 9.44  ;20240331;284.7 ;  20.2; 137.4 ; 39.6 ;236;20.148;4;E2024-B03  
2015;VS207  ;35.076;145.166; 8.10  ;20240331;  3.8 ; 105.2; 249.5 ;  1.2 ;611;90.121;4;E2023-Y46  
2015;VR207  ;36.738;124.668; 7.85  ;20240331; 13.9 ; 157.4; 196.5 ; 26.6 ;545;80.703;5;MPO655514  
2015;VR167  ;31.650;109.022; 8.3   ;20240331;339.6 ;  75.1;  56.8 ; 14.4 ;550;70.336;3;MPO458694  
2015;VQ207  ;31.414;277.592; 8.93  ;20240331;  1.9 ; 240.6; 117.6 ; 28.5 ;0.797 1;54.503;5;E2023-Y63  
2015;VQ167  ;38.111;135.428; 8.4   ;20240331;345.0 ; 250.1; 228.5 ; 28.6 ;561;86.769;3;MPO458694  
2015;VP202  ;38.544;70.151; 9.07  ;20240331; 22.9 ; 252.9; 130.6 ;  2.9 ;291;54.348;3;MPO620746  
2015;VP167  ;35.950;46.005; 8.5   ;20240331; 40.4 ; 315.5;  55.5 ; 21.7 ;123;40.978;3;MPO458694  
2015;VP166  ;35.893;116.877; 8.2   ;20240331; 21.7 ; 302.4;  49.6 ; 21.2 ;530;76.385;4;MPO458689  
2015;VO168  ;38.216;70.327; 8.1   ;20240331;349.9 ; 233.2; 209.5 ;  4.5 ;296;54.271;4;MPO458698  
2015;VO167  ;35.056;84.220; 8.2   ;20240331; 30.0 ; 301.0;  51.5 ; 17.6 ;412;59.638;4;MPO458693  
2015;VN168  ;37.009;86.837; 7.4   ;20240331; 62.4 ;  79.1; 227.7 ; 20.2 ;402;61.923;4;MPO458697  
2015;VN167  ;33.853;39.671; 8.3   ;20240331;355.6 ; 247.8; 182.5 ;  4.3 ;79;36.762;3;MPO458693  
2015;VN166  ;32.680;94.493; 9.2   ;20240331; 27.4 ; 120.0; 227.3 ;  6.0 ;486;63.586;4;MPO458689  
2015;VM169  ;40.490;41.421; 8.2   ;20240331; 88.4 ; 107.8; 222.5 ; 28.0 ;11;40.956;4;MPO458702  
2015;VM168  ;37.542;91.080; 9.6   ;20240331;  6.4 ; 188.6; 220.5 ; 13.7 ;416;64.311;4;MPO458697  
2015;VM167  ;28.900;44.515; 9.8   ;20240331; 36.3 ; 174.1; 198.7 ;  4.3 ;213;36.707;3;MPO458693  
2015;VM166  ;35.295;92.583; 8.3   ;20240331; 21.7 ; 266.6; 100.7 ;  0.8 ;448;63.939;4;MPO458689  
2015;VL168  ;38.125;138.591; 6.1   ;20240331;323.3 ; 289.1; 229.6 ; 16.1 ;569;88.358;3;MPO458697  
2015;VL167  ;31.153;42.395; 9.6   ;20240331;  1.7 ;  14.5;  49.8 ; 10.6 ;153;36.774;2;MPO458693  
2015;VK168  ;38.478;80.711; 7.85  ;20240331;  9.7 ; 182.7; 221.5 ; 14.3 ;354;59.594;5;E2024-B03  
2015;VK167  ;31.206;54.135; 9.4   ;20240331; 52.9 ; 120.7; 220.7 ; 12.0 ;269;42.670;4;MPO458693  
2015;VJ168  ;38.391;81.538; 5.8   ;20240331;114.6 ; 213.0;  58.5 ;  9.9 ;360;59.965;3;MPO458697  
2015;VH168  ;36.489;62.068; 7.54  ;20240331; 14.2 ; 172.4; 226.3 ; 15.8 ;260;49.279;5;E2024-B03  
2015;VG168  ;34.740;96.581; 5.6   ;20240331; 52.7 ; 250.5;  56.6 ; 13.8 ;471;65.660;4;MPO458696  
2015;VG167  ;31.745;53.568; 8.0   ;20240331;315.4 ;  67.6;  67.8 ;  4.7 ;256;42.656;3;MPO458692  
2015;VF168  ;28.657;54.177;10.3   ;20240331;  4.4 ; 197.8; 225.4 ; 34.8 ;308;41.417;3;MPO458696  
2015;VF164  ;12.931;44.060;12.9   ;20240331; 14.2 ; 210.3; 222.0 ;  5.7 ;546;28.495;3;MPO544676  
2015;VE168  ;35.177;104.417; 8.6   ;20240331; 12.4 ; 187.4; 198.0 ;  2.1 ;496;69.797;3;MPO458696  
2015;VE167  ;33.937;77.994; 9.3   ;20240331;  3.5 ;   3.6;  56.4 ; 29.7 ;394;55.965;3;MPO458692  
2015;VE164  ;15.508;42.003;11.9   ;20240331; 26.9 ; 160.0; 227.0 ; 36.5 ;461;28.756;2;MPO451729  
2015;VD168  ;25.778;211.152; 8.1   ;20240331;  9.9 ; 113.1; 223.1 ; 22.4 ;0.782 1;18.465;4;MPO458696  
2015;VD167  ;32.545;79.766; 9.1   ;20240331; 28.1 ; 308.6;  53.0 ; 16.2 ;420;56.155;3;MPO458692  
2015;VC168  ;31.963;57.313; 9.2   ;20240331;342.1 ; 250.6; 209.1 ;  7.7 ;284;44.638;4;MPO458696  
2015;VB208  ;34.437;152.276; 8.20  ;20240331;  9.7 ; 251.4;  89.5 ; 35.6 ;631;93.357;4;MPO655516  
2015;VB168  ;34.973;165.134; 6.7   ;20240331;345.5 ;  49.9;  82.7 ;  4.3 ;0.650 1;54;3;MPO458696  
2015;VA168  ;33.906;112.571; 8.3   ;20240331;  8.5 ; 336.7;  61.7 ;  5.6 ;537;73.238;3;MPO458695  
2015;UO105  ;36.504;67.277; 8.11  ;20240331; 23.8 ; 196.9; 154.3 ; 52.1 ;297;51.890;4;MPO655512  
2015;UK84   ;37.830;62.306; 6.67  ;20240331; 31.2 ; 190.0; 156.3 ; 23.6 ;244;50.068;6;E2021-VR4  
2015;UH87   ;34.626;91.096; 6.02  ;20240331;251.0 ;  11.1;  98.4 ; 12.1 ;449;62.861;3;MPO703958  
2015;UH67   ;6.665;9.004;13.3   ;20240331;141.0 ; 340.0;  40.4 ; 27.4 ;149;7.835;3;MPO551285  
2015;TY360  ;32.054;80.041; 6.7   ;20240331; 49.9 ; 242.0;  44.2 ; 10.0 ;428;56.048;6;MPO645358  
2015;TX363  ;39.777;41.462; 7.63  ;20240331;107.5 ; 145.7; 147.0 ; 17.0 ;21;40.619;6;MPO724590  
2015;TW361  ;36.871;104.044; 7.33  ;20240331;  6.2 ; 332.0;  42.2 ; 16.6 ;477;70.457;5;MPO650229  
2015;TV361  ;37.949;143.605; 8.00  ;20240331;356.5 ;  13.9;  33.6 ; 25.2 ;582;90.777;6;MPO645359  
2015;TS363  ;30.971;81.314; 8.53  ;20240331; 19.3 ; 228.0; 125.8 ; 14.6 ;448;56.143;6;MPO650229  
2015;TR361  ;31.565;38.757; 8.4   ;20240331; 54.6 ; 210.1; 118.6 ;  6.4 ;102;35.161;6;MPO645359  
2015;TQ454  ;37.721;66.381; 8.12  ;20240331;351.3 ; 339.2;  59.2 ; 32.1 ;275;52.051;3;MPO655507  
2015;TP454  ;27.841;107.747; 6.91  ;20240331;337.6 ; 327.3; 138.0 ; 24.1 ;589;67.794;5;MPO655507  
2015;TP362  ;37.153;108.823; 7.10  ;20240331; 12.2 ; 165.4; 190.6 ; 37.9 ;491;72.988;7;MPO650229  
2015;TN363  ;36.744;78.542; 9.29  ;20240331;339.6 ; 267.0; 180.8 ; 30.6 ;363;57.643;2;MPO824828  
2015;TJ367  ;34.229;128.746; 6.7   ;20240331; 55.6 ;  58.1; 222.8 ; 28.8 ;580;81.488;2;MPO438858  
2015;TH367  ;29.953;128.145; 6.53  ;20240331; 70.1 ;  17.2; 245.3 ; 10.9 ;621;79.049;3;MPO750185  
2015;TG367  ;38.383;66.410; 7.3   ;20240331;109.4 ; 338.0; 267.2 ;  9.4 ;267;52.397;3;MPO438858  
2015;TF362  ;36.073;104.077; 7.6   ;20240331;343.4 ; 259.7; 185.8 ; 28.8 ;485;70.075;6;MPO645359  
2015;SW20   ;31.741;68.013; 6.4   ;20240331;319.0 ; 332.7; 110.5 ;  1.1 ;364;49.877;2;MPO389154  
2015;SV20   ;29.768;40.711; 8.3   ;20240331; 33.4 ; 303.6;  55.5 ;  6.9 ;155;35.240;6;MPO473625  
2015;SP21   ;28.976;35.898; 7.7   ;20150915;179.5 ; 154.6;  22.3 ; 38.0 ;107;32.437;(  2d)   ;MPO369267  
2015;SO21   ;38.828;81.421; 6.7   ;20150915;325.0 ; 255.0; 146.8 ; 22.5 ;354;60.124;(  3d)   ;MPO369267  
2015;SA57   ;15.6051;79.288; 9.92  ;20240331;  0.2 ; 317.6; 112.9 ; 45.3 ;0.971 5;47.447;7;MPO771959  
2015;RZ278  ;33.596;113.156; 8.9   ;20240331;  8.5 ; 345.6;   9.4 ; 12.3 ;542;73.376;3;MPO458663  
2015;RZ277  ;35.003;90.122; 6.8   ;20240331; 81.7 ;  46.5; 194.2 ;  5.8 ;441;62.563;3;MPO458658  
2015;RY277  ;34.499;61.231; 8.09  ;20240331; 45.1 ; 348.7; 319.2 ;  3.5 ;279;47.865;4;MPO724576  
2015;RY245  ;31.392;446.152; 8.9   ;20240331;  2.1 ; 355.0; 341.5 ;  6.0 ;0.869 2;38.772;2;MPO412021  
2015;RX278  ;35.509;40.457; 8.0   ;20240331;102.9 ;  78.8; 191.9 ; 23.5 ;65;37.983;3;MPO458662  
2015;RW278  ;35.952;40.342; 8.7   ;20240331;320.7 ; 195.6; 228.8 ;  1.5 ;58;38.147;2;MPO458662  
2015;RW245  ;26.495;88.571; 8.8   ;20240331;  4.9 ;  19.9;   0.3 ; 13.3 ;539;57.533;5;MPO477820  
2015;RV334  ;34.809;110.749; 9.69  ;20240331;  4.4 ;  10.7;   1.4 ; 12.1 ;522;72.779;3;MPO620710  
2015;RV278  ;36.518;65.263; 8.4   ;20240331; 29.9 ; 123.6; 209.2 ;  9.3 ;282;50.890;3;MPO458662  
2015;RV245  ;11.562;32.639;10.1   ;20240331; 80.9 ; 261.6; 359.9 ; 15.3 ;477;22.100;3;E2020-T04  
2015;RU278  ;38.417;64.241; 6.8   ;20240331;316.6 ; 251.7; 198.1 ; 27.1 ;252;51.329;3;MPO458662  
2015;RU245  ;22.016;40.679; 9.3   ;20240331;  1.3 ; 210.6; 185.7 ; 13.7 ;298;31.347;3;MPO544614  
2015;RS281  ;38.787;94.620; 9.1   ;20240331; 20.9 ; 136.4; 193.8 ; 38.5 ;419;66.704;3;MPO603102  
2015;RS278  ;31.736;77.662; 8.7   ;20240331;359.7 ; 194.1; 197.4 ; 13.8 ;420;54.699;3;MPO544615  
2015;RS245  ;36.789;44.668; 8.27  ;20240331; 17.7 ; 249.5; 141.1 ; 16.3 ;97;40.729;4;MPO724576  
2015;RR278  ;31.605;38.464; 9.7   ;20240331; 94.4 ;  18.8; 261.2 ;  2.7 ;98;35.034;3;MPO458661  
2015;RQ281  ;36.840;204.844; 6.8   ;20240331; 19.7 ; 235.4; 355.6 ; 19.3 ;0.695 1;20.842;3;MPO466754  
2015;RL281  ;38.562;42.626; 9.0   ;20240331; 47.0 ; 137.0; 194.9 ; 24.8 ;50;40.594;3;MPO458673  
2015;RL278  ;36.811;124.532; 8.8   ;20240331;359.5 ;  19.4;   8.1 ; 17.6 ;544;80.672;3;MPO458660  
2015;RL258  ;34.631;68.109; 6.5   ;20240331;242.7 ;  17.1;  87.7 ; 15.9 ;326;51.370;2;MPO438843  
2015;RK277  ;5.298;48.395;15.4   ;20240331; 18.6 ; 219.3; 195.2 ;  9.6 ;803;26.846;2;MPO451708  
2015;RK258  ;36.009;110.507; 7.1   ;20240331; 43.8 ; 173.0;  51.8 ;  9.3 ;508;73.258;2;MPO438843  
2015;RJ279  ;37.732;76.670; 9.5   ;20240331;357.4 ; 195.5; 193.4 ; 30.2 ;340;57.201;3;MPO458664  
2015;RH279  ;37.946;106.174; 8.7   ;20240331;349.1 ; 217.5; 196.7 ; 10.2 ;473;72.060;3;MPO458664  
2015;RH278  ;34.449;77.414; 7.2   ;20240331;278.0 ; 304.7; 191.1 ;  5.0 ;384;55.931;3;MPO458660  
2015;RH277  ;10.288;32.011;13.42  ;20240331;  7.5 ;  89.5; 349.3 ; 10.1 ;514;21.149;4;E2023-Y63  
2015;RG279  ;34.744;85.752; 6.7   ;20240331; 54.5 ; 264.2;   9.4 ; 13.8 ;423;60.248;3;MPO458664  
2015;RF277  ;10.468;33.353;14.6   ;20240331; 34.9 ;  98.6; 250.3 ;  0.9 ;522;21.910;2;MPO451707  
2015;RE279  ;33.146;83.644; 8.3   ;20240331;326.6 ;  98.3; 358.6 ; 14.0 ;432;58.395;3;MPO458663  
2015;RD279  ;30.784;72.258; 9.3   ;20240331;348.3 ;  58.9; 356.8 ; 15.1 ;402;51.521;3;MPO458663  
2015;RD277  ;18.525;33.957;10.6   ;20240331; 25.8 ; 355.2;   5.6 ; 18.8 ;294;26.241;3;MPO451707  
2015;RC279  ;31.746;175.801; 9.1   ;20240331;  6.9 ; 339.1; 358.0 ; 18.0 ;0.694 1;3.774;3;MPO458663  
2015;RB279  ;33.523;228.529; 8.9   ;20240331;  1.8 ; 179.5; 192.4 ; 19.8 ;0.744 1;31.026;3;MPO458663  
2015;RA279  ;18.813;102.252; 7.6   ;20240331;327.7 ; 303.5; 189.6 ; 30.2 ;689;60.532;3;MPO458663  
2015;RA278  ;35.993;90.668; 9.2   ;20240331; 27.9 ; 113.4; 202.0 ; 11.3 ;432;63.330;3;MPO458659  
2015;QZ33   ;37.513;73.418; 6.95  ;20240331; 49.9 ; 195.2; 101.8 ; 29.0 ;324;55.466;5;MPO655480  
2015;QX33   ;36.909;44.828; 7.67  ;20240331; 43.7 ; 241.7;  96.1 ; 25.4 ;97;40.869;5;MPO655480  
2015;QV33   ;36.401;70.928; 8.32  ;20240331;352.3 ; 254.9; 159.6 ; 24.7 ;322;53.664;5;MPO733340  
2015;QT11   ;36.669;41.118; 8.7   ;20240331;325.5 ;   7.6;  72.4 ; 26.5 ;57;38.894;3;MPO451703  
2015;QL34   ;34.311;77.829; 7.38  ;20240331; 21.3 ; 191.5; 154.6 ; 26.0 ;388;56.070;5;MPO655482  
2015;QC34   ;35.286;77.493; 8.44  ;20240331;346.0 ; 348.4;  82.1 ; 21.9 ;374;56.390;6;E2024-KD4  
2015;QB34   ;32.016;56.483; 7.48  ;20240331;342.5 ; 340.6;  84.3 ; 18.9 ;276;44.249;5;E2021-VR4  
2015;QA34   ;35.120;96.639; 8.26  ;20240331;358.8 ; 309.9;  88.8 ; 24.8 ;467;65.880;4;MPO733341  
2015;PZ330  ;37.164;40.458; 6.5   ;20240331;197.0 ;  17.6;  97.3 ; 28.4 ;42;38.811;( 22d)   ;MPO623949  
2015;PZ315  ;28.317;140.561; 7.3   ;20240331;338.3 ;  29.5;  35.1 ;  4.3 ;665;84.439;2;MPO438838  
2015;PK312  ;31.314;147.281; 9.8   ;20150915;  1.1 ; 226.2; 159.9 ; 23.4 ;649;89.297;( 62d)   ;MPO369261  
2015;PJ311  ;6.915;34.746;13.6   ;20240331; 33.5 ; 231.8;  97.4 ; 18.5 ;668;20.831;4;MPO473625  
2015;PD312  ;34.684;77.721; 7.99  ;20240331; 11.6 ; 226.6; 154.8 ; 23.0 ;383;56.203;6;MPO650218  
2015;KZ173  ;30.873;118.855; 9.6   ;20240331; 13.0 ; 343.3; 214.7 ; 20.9 ;588;74.864;4;MPO602995  
2015;KY174  ;35.678;71.888; 7.6   ;20240331; 67.3 ;  59.1;  77.6 ; 20.0 ;337;53.783;3;MPO602999  
2015;KY173  ;35.278;89.222; 8.8   ;20240331;344.8 ; 135.8; 152.9 ;  9.0 ;433;62.250;3;MPO602995  
2015;KX174  ;37.606;65.439; 7.5   ;20240331; 52.4 ;  72.4;  92.2 ; 12.0 ;270;51.523;4;MPO602999  
2015;KV174  ;36.408;67.128; 8.6   ;20240331;350.0 ; 196.8;  72.0 ; 23.3 ;297;51.768;4;MPO602999  
2015;KV167  ;37.240;65.288; 7.2   ;20240331;198.0 ; 220.7; 174.4 ; 27.2 ;274;51.264;2;MPO602973  
2015;KU174  ;36.897;120.338; 9.1   ;20240331;  1.5 ; 143.4; 103.3 ;  9.2 ;531;78.617;4;MPO602999  
2015;KT174  ;37.843;65.989; 8.8   ;20240331; 46.2 ; 313.4; 220.2 ; 27.5 ;271;51.916;4;MPO602999  
2015;KS174  ;25.150;39.540;10.6   ;20240331; 39.7 ;  86.7; 111.0 ;  7.0 ;222;32.345;3;MPO602998  
2015;KR174  ;11.252;165.062;12.9   ;20240331;  5.4 ; 328.3; 225.7 ; 38.7 ;872;88.157;3;MPO602998  
2015;KP174  ;35.956;41.294; 8.7   ;20240331;199.8 ; 236.9; 169.9 ;  7.2 ;69;38.625;4;MPO602998  
2015;KO360  ;35.848;86.056; 6.54  ;20240331;354.6 ; 231.1;  35.0 ;  5.7 ;412;60.952;4;E2024-AA8  
2015;KO174  ;33.061;104.724; 8.14  ;20240331;  2.3 ; 120.2; 123.8 ;  8.1 ;520;68.893;4;MPO623938  
2015;KM167  ;31.788;63.267; 8.9   ;20240331;346.2 ; 161.7; 121.1 ;  8.5 ;331;47.528;3;MPO602971  
2015;KL167  ;35.191;59.149; 8.3   ;20240331; 61.4 ; 329.9; 186.9 ; 10.3 ;254;47.170;4;MPO602971  
2015;KK199  ;35.925;84.390; 9.05  ;20240331; 29.1 ;  23.2; 160.4 ;  5.3 ;403;60.157;4;MPO620660  
2015;KK178  ;36.147;37.408; 6.49  ;20240331;238.1 ; 142.5; 240.6 ; 22.9 ;17;36.777;10;E2024-M08  
2015;KJ172  ;5.769;16.094;14.9   ;20240331;133.2 ;  52.8;  80.6 ; 11.4 ;472;10.932;2;MPO602989  
2015;KH174  ;31.596;78.521; 7.8   ;20240331;346.9 ;  83.8; 206.6 ; 10.4 ;426;55.059;4;MPO602997  
2015;KH172  ;5.445;28.894;14.9   ;20240331; 32.7 ; 200.4; 107.0 ;  9.1 ;683;17.169;2;MPO602989  
2015;KG174  ;30.157;80.146; 8.72  ;20240331;353.3 ; 203.9;  69.3 ; 18.6 ;453;55.151;4;MPO623938  
2015;KF174  ;29.519;80.897;10.0   ;20240331; 13.4 ;  46.3; 171.6 ;  9.0 ;465;55.208;3;MPO602996  
2015;KF172  ;38.490;94.283; 5.5   ;20240331;304.1 ; 322.1;  19.2 ; 12.1 ;420;66.386;2;MPO602988  
2015;KD174  ;32.047;77.926; 8.9   ;20240331;357.9 ;  51.4; 210.8 ; 17.0 ;417;54.987;4;MPO602996  
2015;KC174  ;32.805;77.512; 7.9   ;20240331; 43.7 ; 347.8; 168.7 ;  8.4 ;405;55.158;4;MPO602996  
2015;HX10   ;10.671;21.579;12.10  ;20240331; 41.3 ; 359.5; 221.1 ; 31.6 ;338;16.125;4;MPO687247  
2015;HP198  ;33.149;61.862; 7.94  ;20240331;349.4 ;  46.1; 202.4 ;  8.0 ;302;47.506;7;E2024-L10  
2015;HA197  ;35.072;69.774; 6.8   ;20240331;312.7 ;  76.8; 210.3 ; 41.3 ;331;52.423;2;MPO505288  
2015;GZ55   ;37.480;90.947; 7.9   ;20240331; 22.2 ; 327.1; 199.0 ;  4.2 ;416;64.214;3;MPO458626  
2015;GZ54   ;34.262;60.796; 7.7   ;20240331; 87.2 ; 356.6;  95.6 ;  2.0 ;279;47.529;3;MPO458622  
2015;GY55   ;36.036;162.565; 7.38  ;20240331;  1.6 ; 154.9;  60.6 ;  4.8 ;637;99.300;4;MPO687245  
2015;GY53   ;11.027;13.038;13.6   ;20240331;162.1 ; 266.8; 201.4 ; 24.1 ;84;12.032;2;MPO451683  
2015;GY51   ;32.589;62.021; 7.60  ;20240331; 72.8 ;  68.2;  34.1 ;  9.0 ;311;47.305;4;MPO640648  
2015;GX55   ;14.743;352.697; 9.4   ;20240331;  4.1 ;  82.3;  27.1 ; 53.5 ;0.920 1;83.720;3;MPO458626  
2015;GW55   ;33.602;136.658; 6.7   ;20240331; 32.7 ;  72.5;  34.9 ; 14.3 ;605;85.130;3;MPO458626  
2015;GV55   ;21.719;40.835; 7.77  ;20240331;112.3 ; 234.3; 206.7 ; 28.4 ;306;31.277;4;E2024-L42  
2015;GU55   ;35.093;151.693; 7.6   ;20240331;  0.0 ;  20.1; 201.7 ; 24.7 ;624;93.393;4;MPO544513  
2015;GT50   ;38.354;559.122; 8.5   ;20240331;  1.7 ; 128.7;  46.1 ;  8.8 ;0.872 2;98.738;3;MPO412010  
2015;GS50   ;35.262;59.648; 6.8   ;20240331;255.2 ;  35.7; 326.5 ;  1.7 ;257;47.455;3;MPO446959  
2015;GR55   ;34.533;42.266; 8.8   ;20240331;123.6 ; 244.2; 199.3 ; 23.6 ;101;38.399;3;MPO458625  
2015;GR50   ;37.316;69.741; 6.6   ;20240331;154.9 ;  20.4;  22.3 ;  4.5 ;303;53.528;2;MPO403089  
2015;GN55   ;32.077;78.013; 6.01  ;20240331;245.6 ; 165.3; 188.8 ;  8.4 ;417;55.045;4;MPO703869  
2015;GM83   ;8.970;24.666;12.14  ;20240331; 18.3 ; 262.2; 323.1 ; 14.7 ;467;16.818;9;MPO771622  
2015;GM55   ;31.191;78.715; 9.4   ;20240331; 15.2 ; 155.7;  30.2 ;  9.1 ;432;54.953;3;MPO458624  
2015;GK59   ;7.229;16.013;13.2   ;20240331;357.8 ; 307.7;  24.1 ;  7.4 ;378;11.621;( 10d)   ;E2020-M67  
2015;GK55   ;32.149;54.704; 9.3   ;20240331;349.9 ;  42.0; 200.1 ; 27.3 ;260;43.426;3;MPO458624  
2015;GD56   ;38.132;90.858; 7.8   ;20240331; 24.1 ; 342.9; 177.6 ;  6.3 ;409;64.495;3;MPO458627  
2015;GC56   ;37.696;101.804; 7.41  ;20240331;  1.2 ; 186.7;  28.1 ; 27.9 ;460;69.750;4;E2022-LA3  
2015;GB55   ;36.535;86.582; 8.5   ;20240331;337.6 ;  83.0; 189.1 ; 10.8 ;407;61.559;3;MPO458623  
2015;GB54   ;12.166;29.847;12.8   ;20240331; 13.9 ; 148.0; 106.7 ;  1.6 ;421;21.006;2;MPO451683  
2015;GA56   ;35.456;66.737; 7.4   ;20240331;293.2 ; 120.7; 192.2 ; 14.6 ;306;51.097;3;MPO458627  
2015;GA55   ;38.360;85.822; 8.2   ;20240331;350.6 ; 214.6;  29.1 ; 18.0 ;382;62.091;3;MPO458622  
2015;GA54   ;16.384;27.935;10.6   ;20240331;119.7 ; 255.3; 191.2 ; 11.4 ;261;22.159;2;MPO451683  
2015;FZ431  ;34.670;91.058; 8.1   ;20240331; 59.1 ;  40.7;  48.7 ; 15.4 ;448;62.864;( 96d)   ;MPO555551  
2015;FZ397  ;21.920;38.461; 8.53  ;20240331;221.2 ; 166.2; 181.8 ; 47.2 ;274;30.190;(  7d)   ;E2023-QG4  
2015;FU403  ;36.188;73.214; 7.45  ;20240331; 91.1 ;  19.5;  54.6 ; 23.5 ;338;54.701;4;E2021-Y36  
2015;FK345  ;6.473;12.346;14.0   ;20240331;138.6 ; 331.2; 194.3 ;  5.2 ;312;9.410;5;MPO562636  
2015;FG415  ;36.346;91.711; 6.0   ;20240331;228.7 ; 314.8;   6.8 ;  4.7 ;432;64.028;3;MPO466704  
2015;DZ316  ;7.045;26.266;13.80  ;20240331; 40.8 ; 205.4; 320.2 ; 17.6 ;577;16.655;5;MPO771500  
2015;DZ248  ;36.480;110.316; 7.27  ;20240331;354.1 ; 321.3; 224.1 ; 17.7 ;503;73.398;6;MPO714262  
2015;DX249  ;34.426;108.496; 7.13  ;20240331; 17.6 ; 297.0; 173.0 ; 26.3 ;518;71.461;8;E2024-GI3  
2015;DV249  ;36.090;69.022; 7.18  ;20240331;315.2 ; 319.8; 278.7 ; 12.1 ;313;52.556;3;E2024-K36  
2015;DU249  ;35.043;73.803; 5.15  ;20240331;160.8 ; 100.7; 243.1 ; 18.9 ;356;54.423;4;MPO687222  
2015;DT248  ;13.697;28.775;11.67  ;20240331; 68.1 ; 240.3; 194.6 ; 22.2 ;355;21.236;( 10d)   ;MPO678421  
2015;DS249  ;17.903;99.459; 9.00  ;20240331;349.4 ;   4.0; 246.5 ; 11.4 ;695;58.681;7;MPO724489  
2015;DS248  ;36.337;45.517; 7.8   ;20150207;  0.0 ; 345.4; 215.7 ; 20.1 ;112;40.927;(  5d)   ;MPO457002  
2015;DR249  ;36.356;145.855; 7.67  ;20240331;357.8 ; 359.2; 188.1 ; 28.3 ;601;91.106;( 10d)   ;MPO620579  
2015;DQ249  ;18.247;31.673;11.0   ;20150207;359.7 ; 338.6; 175.0 ; 42.0 ;269;24.960;(  7d)   ;MPO473387  
2015;DQ248  ;35.124;100.297; 8.43  ;20240331;  0.1 ; 347.5; 170.5 ; 32.3 ;481;67.711;2;E2024-E11  
2015;DP249  ;36.431;45.125; 7.8   ;20150207;  0.0 ; 335.5; 284.6 ; 17.3 ;107;40.778;(  5d)   ;MPO457003  
2015;249,00 DM;37.578;73.150; 7.45  ;20240331; 18.4 ; 267.2; 227.3 ; 12.1 ;321;55.364;7;E2024-H69  
2015;DK249  ;28.018;752.634; 7.48  ;20240331;359.1 ; 333.5; 255.0 ;  6.9 ;0.928 3;90.326;( 25d)   ;MPO602759  
2015;DF249  ;39.814;41.464; 7.53  ;20240331;232.9 ;  24.3; 268.7 ; 12.7 ;20;40.639;3;MPO824668  
2015;DA250  ;36.537;96.117; 7.23  ;20240331;347.1 ; 248.1; 322.4 ; 27.4 ;449;66.327;3;E2024-H69  
2015;DA225  ;35.692;110.733; 7.54  ;20240331;357.3 ; 205.9; 304.9 ; 27.6 ;512;73.213;5;MPO687221  
2015;BZ517  ;35.699;109.532; 8.3   ;20141209; 10.9 ; 277.7; 194.7 ; 13.2 ;508;72.615;( 70d)   ;MPO419510  
2015;BX603  ;19.535;27.442; 8.93  ;20240331;272.0 ; 234.3;  46.5 ;  5.6 ;168;23.488;6;E2024-H69  
2015;BP519  ;35.378;945.352; 4.34  ;20240331;358.9 ; 347.6; 135.2 ; 54.1 ;0.928 4;90.365;8;E2024-B79  
2015;BL518  ;33.818;57.357; 6.87  ;20240331;  8.0 ; 239.1; 314.5 ; 15.3 ;258;45.588;9;MPO750185  
2015;BK518  ;6.357;21.894;14.2   ;20240331; 61.4 ; 238.3; 242.8 ;  7.0 ;550;14.125;4;MPO477779  
2015;BH518  ;25.310;30.120; 8.20  ;20240331; 28.8 ; 259.5; 256.1 ; 11.0 ;87;27.715;9;E2023-X12  
2015;BG568  ;37.356;129.507; 6.69  ;20240331;  0.2 ; 337.9; 160.3 ; 37.0 ;552;83.432;9;E2024-B79  
2015;BE568  ;19.546;129.167; 9.16  ;20240331;  5.7 ; 303.8; 215.4 ; 23.8 ;737;74.357;8;MPO703842  
2015;BC519  ;32.327;78.437; 6.83  ;20240331;345.5 ; 324.4; 211.1 ;  1.7 ;416;55.382;12;MPO824664  
